customer_id,name,email,country,city,phone,created_date
609,Customer 609,customer609@mail.com,Peru,Cuenca,+593932451154,2023-07-01
610,Customer 610,customer610@mail.com,Ecuador,Santiago,+593985118156,2023-08-17
611,Customer 611,customer611@mail.com,Ecuador,Cuenca,+593982217592,2023-01-24
612,Customer 612,customer612@mail.com,Colombia,Lima,+593965392443,2025-11-22
613,Customer 613,customer613@mail.com,Colombia,Guayaquil,+593999655129,2022-06-07
614,Customer 614,customer614@mail.com,Peru,Bogota,+593994805214,2024-10-24
615,Customer 615,customer615@mail.com,Peru,Lima,+593957574147,2022-06-16
616,Customer 616,customer616@mail.com,Peru,Bogota,+593916379515,2024-08-17
617,Customer 617,customer617@mail.com,Colombia,Bogota,+593933266975,2023-02-13
618,Customer 618,customer618@mail.com,Chile,Guayaquil,+593979679589,2025-12-06
619,Customer 619,customer619@mail.com,Chile,Santiago,+593938576958,2025-05-12
620,Customer 620,customer620@mail.com,Colombia,Cuenca,+593945980709,2022-07-13
621,Customer 621,customer621@mail.com,Colombia,Guayaquil,+593957044727,2022-08-23
622,Customer 622,customer622@mail.com,Colombia,Lima,+593948879284,2023-12-19
623,Customer 623,customer623@mail.com,Colombia,Santiago,+593955143490,2025-03-19
624,Customer 624,customer624@mail.com,Colombia,Lima,+593911317621,2025-03-28
625,Customer 625,customer625@mail.com,Colombia,Santiago,+593966740577,2025-07-26
626,Customer 626,customer626@mail.com,Peru,Lima,+593929145109,2024-03-26
627,Customer 627,customer627@mail.com,Peru,Guayaquil,+593953383391,2023-02-08
628,Customer 628,customer628@mail.com,Peru,Santiago,+593999652220,2024-06-11
629,Customer 629,customer629@mail.com,Peru,Santiago,+593970619173,2023-11-09
630,Customer 630,customer630@mail.com,Colombia,Bogota,+593915053127,2025-08-27
631,Customer 631,customer631@mail.com,Chile,Bogota,+593947625927,2022-03-09
632,Customer 632,customer632@mail.com,Ecuador,Quito,+593987314232,2022-03-29
633,Customer 633,customer633@mail.com,Colombia,Lima,+593928868229,2022-08-05
634,Customer 634,customer634@mail.com,Ecuador,Bogota,+593922019231,2022-01-01
635,Customer 635,customer635@mail.com,Chile,Quito,+593980790754,2025-03-04
636,Customer 636,customer636@mail.com,Peru,Bogota,+593915991305,2025-10-06
637,Customer 637,customer637@mail.com,Chile,Lima,+593991540863,2022-05-20
638,Customer 638,customer638@mail.com,Colombia,Santiago,+593956015290,2023-09-10
639,Customer 639,customer639@mail.com,Peru,Cuenca,+593915887774,2022-05-13
640,Customer 640,customer640@mail.com,Colombia,Lima,+593956055772,2022-06-27
641,Customer 641,customer641@mail.com,Peru,Guayaquil,+593973034622,2024-03-20
642,Customer 642,customer642@mail.com,Ecuador,Bogota,+593991059517,2025-10-13
643,Customer 643,customer643@mail.com,Ecuador,Bogota,+593994918579,2023-01-15
644,Customer 644,customer644@mail.com,Ecuador,Santiago,+593980929752,2024-06-26
645,Customer 645,customer645@mail.com,Chile,Guayaquil,+593917534504,2023-10-20
646,Customer 646,customer646@mail.com,Colombia,Santiago,+593921364638,2023-03-26
647,Customer 647,customer647@mail.com,Chile,Guayaquil,+593996217428,2023-08-09
648,Customer 648,customer648@mail.com,Ecuador,Cuenca,+593966896917,2023-04-08
649,Customer 649,customer649@mail.com,Colombia,Bogota,+593917199107,2024-09-16
650,Customer 650,customer650@mail.com,Ecuador,Bogota,+593912806284,2025-02-05
651,Customer 651,customer651@mail.com,Chile,Cuenca,+593938052393,2022-05-02
652,Customer 652,customer652@mail.com,Chile,Quito,+593958725617,2022-01-17
653,Customer 653,customer653@mail.com,Chile,Santiago,+593920002707,2025-05-04
654,Customer 654,customer654@mail.com,Ecuador,Cuenca,+593916572531,2022-11-23
655,Customer 655,customer655@mail.com,Colombia,Santiago,+593911141452,2022-11-14
656,Customer 656,customer656@mail.com,Colombia,Lima,+593967147728,2024-03-19
657,Customer 657,customer657@mail.com,Ecuador,Bogota,+593976014115,2025-06-29
658,Customer 658,customer658@mail.com,Colombia,Santiago,+593999436640,2023-05-18
659,Customer 659,customer659@mail.com,Ecuador,Guayaquil,+593942080782,2022-04-29
660,Customer 660,customer660@mail.com,Colombia,Santiago,+593961562444,2023-12-11
661,Customer 661,customer661@mail.com,Peru,Lima,+593910113936,2022-02-14
662,Customer 662,customer662@mail.com,Peru,Bogota,+593964542231,2022-11-10
663,Customer 663,customer663@mail.com,Chile,Cuenca,+593984648633,2025-04-17
664,Customer 664,customer664@mail.com,Peru,Lima,+593988746951,2023-02-22
665,Customer 665,customer665@mail.com,Peru,Bogota,+593972232561,2023-07-10
666,Customer 666,customer666@mail.com,Peru,Santiago,+593957257306,2025-01-06
667,Customer 667,customer667@mail.com,Ecuador,Quito,+593947834860,2022-11-22
668,Customer 668,customer668@mail.com,Peru,Quito,+593940776598,2025-10-12
669,Customer 669,customer669@mail.com,Peru,Guayaquil,+593953855533,2025-12-10
670,Customer 670,customer670@mail.com,Chile,Bogota,+593979542215,2023-05-30
671,Customer 671,customer671@mail.com,Peru,Quito,+593996075143,2022-08-02
672,Customer 672,customer672@mail.com,Peru,Cuenca,+593988479674,2022-03-15
673,Customer 673,customer673@mail.com,Colombia,Bogota,+593993307993,2023-05-24
674,Customer 674,customer674@mail.com,Chile,Cuenca,+593929596398,2022-11-28
675,Customer 675,customer675@mail.com,Chile,Cuenca,+593919382586,2025-01-21
676,Customer 676,customer676@mail.com,Chile,Quito,+593937639012,2023-11-19
677,Customer 677,customer677@mail.com,Chile,Bogota,+593955422040,2023-10-19
678,Customer 678,customer678@mail.com,Chile,Santiago,+593974374460,2025-07-16
679,Customer 679,customer679@mail.com,Chile,Lima,+593989522817,2025-10-31
680,Customer 680,customer680@mail.com,Ecuador,Quito,+593954772085,2024-10-24
681,Customer 681,customer681@mail.com,Peru,Quito,+593965500286,2025-03-07
682,Customer 682,customer682@mail.com,Chile,Santiago,+593923575056,2025-06-08
683,Customer 683,customer683@mail.com,Peru,Bogota,+593981224605,2023-08-23
684,Customer 684,customer684@mail.com,Peru,Bogota,+593993532383,2024-12-11
685,Customer 685,customer685@mail.com,Ecuador,Cuenca,+593913457521,2022-11-21
686,Customer 686,customer686@mail.com,Chile,Santiago,+593998570093,2024-09-18
687,Customer 687,customer687@mail.com,Colombia,Santiago,+593974652381,2023-12-18
688,Customer 688,customer688@mail.com,Ecuador,Bogota,+593939797713,2023-12-24
689,Customer 689,customer689@mail.com,Colombia,Cuenca,+593972098188,2022-10-04
690,Customer 690,customer690@mail.com,Peru,Quito,+593987952170,2023-06-20
691,Customer 691,customer691@mail.com,Peru,Guayaquil,+593965376477,2022-06-01
692,Customer 692,customer692@mail.com,Ecuador,Lima,+593982792724,2024-08-12
693,Customer 693,customer693@mail.com,Ecuador,Quito,+593970999279,2022-09-16
694,Customer 694,customer694@mail.com,Colombia,Bogota,+593955444007,2022-11-20
695,Customer 695,customer695@mail.com,Chile,Lima,+593944321874,2024-10-13
696,Customer 696,customer696@mail.com,Colombia,Guayaquil,+593969195534,2024-05-18
697,Customer 697,customer697@mail.com,Ecuador,Guayaquil,+593928707656,2025-04-06
698,Customer 698,customer698@mail.com,Colombia,Cuenca,+593952322633,2023-11-19
699,Customer 699,customer699@mail.com,Ecuador,Lima,+593915478878,2022-11-06
700,Customer 700,customer700@mail.com,Colombia,Cuenca,+593991574358,2024-03-13
701,Customer 701,customer701@mail.com,Ecuador,Quito,+593915679487,2024-12-15
702,Customer 702,customer702@mail.com,Ecuador,Santiago,+593925726259,2023-09-12
703,Customer 703,customer703@mail.com,Ecuador,Santiago,+593995512608,2023-04-18
704,Customer 704,customer704@mail.com,Chile,Santiago,+593949651128,2025-08-12
705,Customer 705,customer705@mail.com,Colombia,Lima,+593912914611,2023-04-06
706,Customer 706,customer706@mail.com,Colombia,Santiago,+593929024896,2025-09-09
707,Customer 707,customer707@mail.com,Colombia,Quito,+593973382571,2024-03-24
708,Customer 708,customer708@mail.com,Ecuador,Cuenca,+593926037706,2024-04-25
709,Customer 709,customer709@mail.com,Colombia,Lima,+593959558625,2025-03-10
710,Customer 710,customer710@mail.com,Colombia,Cuenca,+593990438536,2023-10-29
711,Customer 711,customer711@mail.com,Ecuador,Lima,+593988874382,2022-09-19
712,Customer 712,customer712@mail.com,Peru,Cuenca,+593935118176,2025-12-14
713,Customer 713,customer713@mail.com,Ecuador,Guayaquil,+593986635085,2025-06-18
714,Customer 714,customer714@mail.com,Colombia,Cuenca,+593947434360,2022-12-21
715,Customer 715,customer715@mail.com,Ecuador,Santiago,+593972575544,2024-02-09
716,Customer 716,customer716@mail.com,Peru,Guayaquil,+593917039879,2022-06-29
717,Customer 717,customer717@mail.com,Ecuador,Cuenca,+593979224090,2022-03-07
718,Customer 718,customer718@mail.com,Colombia,Lima,+593984071229,2024-03-30
719,Customer 719,customer719@mail.com,Peru,Lima,+593944895115,2025-10-03
720,Customer 720,customer720@mail.com,Chile,Lima,+593930407616,2022-06-20
721,Customer 721,customer721@mail.com,Colombia,Bogota,+593983103466,2023-04-19
722,Customer 722,customer722@mail.com,Peru,Quito,+593996740199,2023-06-18
723,Customer 723,customer723@mail.com,Peru,Lima,+593963005353,2025-10-22
724,Customer 724,customer724@mail.com,Chile,Guayaquil,+593983416381,2025-02-04
725,Customer 725,customer725@mail.com,Ecuador,Lima,+593913305610,2023-03-15
726,Customer 726,customer726@mail.com,Ecuador,Bogota,+593935619046,2024-04-14
727,Customer 727,customer727@mail.com,Colombia,Santiago,+593912088618,2022-08-15
728,Customer 728,customer728@mail.com,Chile,Guayaquil,+593988096799,2023-03-18
729,Customer 729,customer729@mail.com,Ecuador,Bogota,+593964732500,2023-01-31
730,Customer 730,customer730@mail.com,Chile,Santiago,+593924094164,2023-12-29
731,Customer 731,customer731@mail.com,Ecuador,Guayaquil,+593962924805,2022-03-25
732,Customer 732,customer732@mail.com,Peru,Cuenca,+593925741873,2024-11-02
733,Customer 733,customer733@mail.com,Ecuador,Quito,+593933835237,2023-11-24
734,Customer 734,customer734@mail.com,Chile,Quito,+593992272164,2023-05-08
735,Customer 735,customer735@mail.com,Peru,Bogota,+593971669567,2025-07-15
736,Customer 736,customer736@mail.com,Peru,Santiago,+593916662064,2025-02-17
737,Customer 737,customer737@mail.com,Peru,Quito,+593977326178,2024-08-27
738,Customer 738,customer738@mail.com,Chile,Santiago,+593962966770,2022-12-19
739,Customer 739,customer739@mail.com,Colombia,Santiago,+593915728394,2024-12-16
740,Customer 740,customer740@mail.com,Colombia,Bogota,+593958388951,2022-02-09
741,Customer 741,customer741@mail.com,Colombia,Bogota,+593994634772,2025-09-21
742,Customer 742,customer742@mail.com,Chile,Bogota,+593963798337,2023-10-02
743,Customer 743,customer743@mail.com,Peru,Quito,+593959898558,2022-06-22
744,Customer 744,customer744@mail.com,Colombia,Bogota,+593954019815,2022-09-16
745,Customer 745,customer745@mail.com,Chile,Quito,+593961946342,2023-06-01
746,Customer 746,customer746@mail.com,Colombia,Bogota,+593976556571,2023-12-31
747,Customer 747,customer747@mail.com,Ecuador,Lima,+593925214586,2023-06-07
748,Customer 748,customer748@mail.com,Colombia,Santiago,+593986079376,2024-04-18
749,Customer 749,customer749@mail.com,Colombia,Bogota,+593930658359,2022-04-27
750,Customer 750,customer750@mail.com,Peru,Guayaquil,+593931688293,2022-07-03
751,Customer 751,customer751@mail.com,Chile,Santiago,+593971867035,2025-02-13
752,Customer 752,customer752@mail.com,Peru,Santiago,+593928722753,2022-06-11
753,Customer 753,customer753@mail.com,Peru,Bogota,+593951495670,2023-06-27
754,Customer 754,customer754@mail.com,Peru,Cuenca,+593935243940,2025-06-14
755,Customer 755,customer755@mail.com,Peru,Bogota,+593952327410,2024-04-18
756,Customer 756,customer756@mail.com,Peru,Santiago,+593937188467,2024-12-25
757,Customer 757,customer757@mail.com,Colombia,Guayaquil,+593997260739,2024-12-29
758,Customer 758,customer758@mail.com,Peru,Santiago,+593938618453,2023-03-23
759,Customer 759,customer759@mail.com,Peru,Guayaquil,+593938694704,2023-02-20
760,Customer 760,customer760@mail.com,Chile,Quito,+593911572138,2023-06-16
761,Customer 761,customer761@mail.com,Ecuador,Lima,+593987821196,2023-03-17
762,Customer 762,customer762@mail.com,Colombia,Santiago,+593954171571,2024-01-08
763,Customer 763,customer763@mail.com,Colombia,Bogota,+593960557904,2023-04-09
764,Customer 764,customer764@mail.com,Colombia,Quito,+593990514152,2023-01-31
765,Customer 765,customer765@mail.com,Peru,Lima,+593923468899,2023-12-12
766,Customer 766,customer766@mail.com,Peru,Bogota,+593966825938,2023-01-30
767,Customer 767,customer767@mail.com,Peru,Cuenca,+593984110701,2022-11-22
768,Customer 768,customer768@mail.com,Chile,Bogota,+593980606695,2025-01-19
769,Customer 769,customer769@mail.com,Ecuador,Guayaquil,+593912848439,2024-01-20
770,Customer 770,customer770@mail.com,Peru,Guayaquil,+593932755322,2024-12-29
771,Customer 771,customer771@mail.com,Ecuador,Cuenca,+593934843035,2025-04-04
772,Customer 772,customer772@mail.com,Chile,Quito,+593957453056,2023-10-04
773,Customer 773,customer773@mail.com,Colombia,Lima,+593951888352,2022-08-02
774,Customer 774,customer774@mail.com,Peru,Bogota,+593979130699,2025-09-20
775,Customer 775,customer775@mail.com,Ecuador,Guayaquil,+593916427095,2023-01-04
776,Customer 776,customer776@mail.com,Ecuador,Quito,+593975771889,2022-02-18
777,Customer 777,customer777@mail.com,Peru,Cuenca,+593957206309,2024-12-11
778,Customer 778,customer778@mail.com,Colombia,Santiago,+593947086106,2025-08-05
779,Customer 779,customer779@mail.com,Colombia,Guayaquil,+593938093327,2025-06-16
780,Customer 780,customer780@mail.com,Colombia,Cuenca,+593916282827,2022-05-13
781,Customer 781,customer781@mail.com,Chile,Bogota,+593958442092,2024-09-25
782,Customer 782,customer782@mail.com,Ecuador,Lima,+593949576088,2024-02-25
783,Customer 783,customer783@mail.com,Ecuador,Guayaquil,+593939990398,2025-04-04
784,Customer 784,customer784@mail.com,Ecuador,Guayaquil,+593916519585,2025-10-29
785,Customer 785,customer785@mail.com,Chile,Bogota,+593918132162,2023-01-08
786,Customer 786,customer786@mail.com,Ecuador,Santiago,+593931588887,2023-04-24
787,Customer 787,customer787@mail.com,Chile,Quito,+593919492989,2024-04-11
788,Customer 788,customer788@mail.com,Colombia,Lima,+593934325097,2023-10-12
789,Customer 789,customer789@mail.com,Peru,Guayaquil,+593915055769,2023-11-13
790,Customer 790,customer790@mail.com,Ecuador,Lima,+593926613311,2023-11-19
791,Customer 791,customer791@mail.com,Ecuador,Guayaquil,+593976104329,2025-08-16
792,Customer 792,customer792@mail.com,Colombia,Lima,+593999947346,2022-03-23
793,Customer 793,customer793@mail.com,Peru,Cuenca,+593965906455,2022-03-28
794,Customer 794,customer794@mail.com,Chile,Guayaquil,+593931079044,2022-08-13
795,Customer 795,customer795@mail.com,Peru,Lima,+593940271417,2022-01-16
796,Customer 796,customer796@mail.com,Colombia,Quito,+593927321242,2024-04-01
797,Customer 797,customer797@mail.com,Colombia,Cuenca,+593922696688,2025-10-13
798,Customer 798,customer798@mail.com,Peru,Cuenca,+593939540622,2022-06-12
799,Customer 799,customer799@mail.com,Chile,Quito,+593941239860,2023-05-29
800,Customer 800,customer800@mail.com,Chile,Lima,+593931249305,2022-12-16
801,Customer 801,customer801@mail.com,Ecuador,Bogota,+593963182422,2023-11-12
802,Customer 802,customer802@mail.com,Chile,Quito,+593951175390,2025-10-30
803,Customer 803,customer803@mail.com,Peru,Lima,+593965914929,2025-01-20
804,Customer 804,customer804@mail.com,Colombia,Quito,+593998316755,2022-06-30
805,Customer 805,customer805@mail.com,Ecuador,Quito,+593942059531,2024-01-13
806,Customer 806,customer806@mail.com,Ecuador,Guayaquil,+593922563926,2025-08-17
807,Customer 807,customer807@mail.com,Colombia,Lima,+593969366531,2023-10-22
808,Customer 808,customer808@mail.com,Chile,Bogota,+593915918806,2025-04-27
809,Customer 809,customer809@mail.com,Colombia,Guayaquil,+593985622063,2025-08-30
810,Customer 810,customer810@mail.com,Chile,Quito,+593925272118,2023-05-08
811,Customer 811,customer811@mail.com,Colombia,Santiago,+593967153903,2024-07-11
812,Customer 812,customer812@mail.com,Peru,Quito,+593920986741,2022-05-08
813,Customer 813,customer813@mail.com,Chile,Quito,+593923356632,2025-12-20
814,Customer 814,customer814@mail.com,Peru,Lima,+593957081025,2023-07-19
815,Customer 815,customer815@mail.com,Ecuador,Lima,+593921685762,2025-04-25
816,Customer 816,customer816@mail.com,Colombia,Guayaquil,+593953151508,2023-07-04
817,Customer 817,customer817@mail.com,Ecuador,Bogota,+593993260243,2023-03-29
818,Customer 818,customer818@mail.com,Ecuador,Guayaquil,+593989238576,2023-04-16
819,Customer 819,customer819@mail.com,Ecuador,Cuenca,+593952926707,2024-09-14
820,Customer 820,customer820@mail.com,Ecuador,Quito,+593983414100,2024-01-08
821,Customer 821,customer821@mail.com,Colombia,Santiago,+593979474749,2022-08-12
822,Customer 822,customer822@mail.com,Ecuador,Quito,+593983304060,2022-06-03
823,Customer 823,customer823@mail.com,Colombia,Quito,+593910880096,2023-07-14
824,Customer 824,customer824@mail.com,Colombia,Guayaquil,+593938756261,2022-12-17
825,Customer 825,customer825@mail.com,Peru,Santiago,+593963256185,2025-03-16
826,Customer 826,customer826@mail.com,Chile,Santiago,+593990281849,2022-12-15
827,Customer 827,customer827@mail.com,Chile,Santiago,+593961923821,2022-07-01
828,Customer 828,customer828@mail.com,Colombia,Guayaquil,+593920015667,2023-09-29
829,Customer 829,customer829@mail.com,Peru,Quito,+593974996302,2024-10-14
830,Customer 830,customer830@mail.com,Colombia,Guayaquil,+593941087640,2022-06-28
831,Customer 831,customer831@mail.com,Colombia,Lima,+593945027732,2024-11-28
832,Customer 832,customer832@mail.com,Colombia,Lima,+593974940921,2024-02-11
833,Customer 833,customer833@mail.com,Peru,Guayaquil,+593976338692,2024-06-12
834,Customer 834,customer834@mail.com,Chile,Santiago,+593958883781,2024-10-23
835,Customer 835,customer835@mail.com,Peru,Quito,+593970126058,2024-10-12
836,Customer 836,customer836@mail.com,Ecuador,Guayaquil,+593910892015,2022-03-05
837,Customer 837,customer837@mail.com,Peru,Guayaquil,+593971203758,2022-01-29
838,Customer 838,customer838@mail.com,Peru,Guayaquil,+593975184214,2023-01-07
839,Customer 839,customer839@mail.com,Peru,Cuenca,+593920356675,2022-04-07
840,Customer 840,customer840@mail.com,Peru,Lima,+593991248346,2025-05-11
841,Customer 841,customer841@mail.com,Chile,Santiago,+593961982996,2025-12-05
842,Customer 842,customer842@mail.com,Ecuador,Bogota,+593946425691,2024-09-19
843,Customer 843,customer843@mail.com,Chile,Santiago,+593927631957,2022-01-21
844,Customer 844,customer844@mail.com,Chile,Bogota,+593913352214,2024-01-05
845,Customer 845,customer845@mail.com,Peru,Cuenca,+593962355263,2025-01-30
846,Customer 846,customer846@mail.com,Colombia,Guayaquil,+593929787303,2024-12-05
847,Customer 847,customer847@mail.com,Colombia,Cuenca,+593971395288,2022-03-07
848,Customer 848,customer848@mail.com,Chile,Cuenca,+593932158515,2023-08-26
849,Customer 849,customer849@mail.com,Chile,Quito,+593956433264,2025-04-02
850,Customer 850,customer850@mail.com,Peru,Lima,+593996904519,2025-02-08
851,Customer 851,customer851@mail.com,Chile,Bogota,+593970348918,2022-12-04
852,Customer 852,customer852@mail.com,Peru,Guayaquil,+593926912586,2022-05-03
853,Customer 853,customer853@mail.com,Colombia,Bogota,+593994742716,2023-03-23
854,Customer 854,customer854@mail.com,Colombia,Santiago,+593955975556,2023-09-03
855,Customer 855,customer855@mail.com,Ecuador,Bogota,+593931419897,2025-08-07
856,Customer 856,customer856@mail.com,Colombia,Santiago,+593971664492,2023-11-02
857,Customer 857,customer857@mail.com,Chile,Lima,+593966526516,2025-12-06
858,Customer 858,customer858@mail.com,Colombia,Santiago,+593986413476,2023-09-07
859,Customer 859,customer859@mail.com,Peru,Bogota,+593960758892,2024-06-15
860,Customer 860,customer860@mail.com,Colombia,Bogota,+593942320708,2022-10-08
861,Customer 861,customer861@mail.com,Ecuador,Santiago,+593930333128,2024-12-02
862,Customer 862,customer862@mail.com,Colombia,Cuenca,+593998897082,2023-08-19
863,Customer 863,customer863@mail.com,Peru,Lima,+593914713199,2023-12-04
864,Customer 864,customer864@mail.com,Peru,Quito,+593919664001,2024-12-10
865,Customer 865,customer865@mail.com,Chile,Guayaquil,+593996400448,2022-07-29
866,Customer 866,customer866@mail.com,Colombia,Bogota,+593962420967,2022-05-06
867,Customer 867,customer867@mail.com,Peru,Guayaquil,+593915125819,2023-05-07
868,Customer 868,customer868@mail.com,Ecuador,Quito,+593920598429,2024-08-17
869,Customer 869,customer869@mail.com,Chile,Guayaquil,+593994678410,2024-08-27
870,Customer 870,customer870@mail.com,Ecuador,Quito,+593914474843,2023-08-04
871,Customer 871,customer871@mail.com,Colombia,Santiago,+593928520171,2024-02-16
872,Customer 872,customer872@mail.com,Colombia,Cuenca,+593950866635,2022-09-15
873,Customer 873,customer873@mail.com,Colombia,Bogota,+593979895769,2025-04-26
874,Customer 874,customer874@mail.com,Chile,Quito,+593945400396,2022-08-18
875,Customer 875,customer875@mail.com,Peru,Guayaquil,+593933511930,2022-07-08
876,Customer 876,customer876@mail.com,Chile,Bogota,+593974886718,2025-12-09
877,Customer 877,customer877@mail.com,Ecuador,Cuenca,+593913503548,2022-01-10
878,Customer 878,customer878@mail.com,Chile,Santiago,+593936801589,2025-02-11
879,Customer 879,customer879@mail.com,Ecuador,Bogota,+593984293979,2025-01-04
880,Customer 880,customer880@mail.com,Chile,Quito,+593973639417,2023-11-07
881,Customer 881,customer881@mail.com,Peru,Cuenca,+593962916829,2023-05-17
882,Customer 882,customer882@mail.com,Ecuador,Guayaquil,+593951535944,2022-03-26
883,Customer 883,customer883@mail.com,Colombia,Cuenca,+593912269798,2022-02-18
884,Customer 884,customer884@mail.com,Colombia,Cuenca,+593914181726,2024-04-17
885,Customer 885,customer885@mail.com,Chile,Lima,+593913439289,2024-10-04
886,Customer 886,customer886@mail.com,Colombia,Cuenca,+593926186862,2023-11-20
887,Customer 887,customer887@mail.com,Ecuador,Cuenca,+593992932385,2023-01-22
888,Customer 888,customer888@mail.com,Colombia,Bogota,+593992031862,2024-08-27
889,Customer 889,customer889@mail.com,Peru,Guayaquil,+593929375691,2025-11-13
890,Customer 890,customer890@mail.com,Peru,Bogota,+593997741878,2024-10-02
891,Customer 891,customer891@mail.com,Chile,Bogota,+593943378855,2022-08-06
892,Customer 892,customer892@mail.com,Ecuador,Quito,+593998827492,2024-10-01
893,Customer 893,customer893@mail.com,Peru,Bogota,+593996845550,2025-10-01
894,Customer 894,customer894@mail.com,Peru,Lima,+593961267968,2025-06-07
895,Customer 895,customer895@mail.com,Ecuador,Lima,+593922275520,2022-09-12
896,Customer 896,customer896@mail.com,Colombia,Quito,+593965341816,2022-08-24
897,Customer 897,customer897@mail.com,Colombia,Santiago,+593974990398,2024-11-15
898,Customer 898,customer898@mail.com,Chile,Guayaquil,+593915422569,2025-07-08
899,Customer 899,customer899@mail.com,Colombia,Guayaquil,+593976394805,2022-09-28
900,Customer 900,customer900@mail.com,Ecuador,Bogota,+593957468948,2022-05-03
901,Customer 901,customer901@mail.com,Peru,Bogota,+593945202256,2023-10-18
902,Customer 902,customer902@mail.com,Colombia,Santiago,+593969871253,2025-07-04
903,Customer 903,customer903@mail.com,Chile,Bogota,+593946938405,2025-12-15
904,Customer 904,customer904@mail.com,Colombia,Guayaquil,+593999696866,2022-09-16
905,Customer 905,customer905@mail.com,Ecuador,Cuenca,+593940361580,2024-08-05
906,Customer 906,customer906@mail.com,Chile,Lima,+593964457551,2022-02-16
907,Customer 907,customer907@mail.com,Colombia,Cuenca,+593990787463,2024-05-12
908,Customer 908,customer908@mail.com,Chile,Cuenca,+593918821437,2023-06-09
909,Customer 909,customer909@mail.com,Ecuador,Guayaquil,+593998200976,2024-06-06
910,Customer 910,customer910@mail.com,Peru,Cuenca,+593977342864,2022-07-27
911,Customer 911,customer911@mail.com,Ecuador,Santiago,+593972640623,2025-08-27
912,Customer 912,customer912@mail.com,Ecuador,Quito,+593967475661,2024-01-17
913,Customer 913,customer913@mail.com,Ecuador,Bogota,+593938529068,2022-05-29
914,Customer 914,customer914@mail.com,Ecuador,Quito,+593923693090,2023-03-14
915,Customer 915,customer915@mail.com,Peru,Lima,+593920688877,2022-06-04
916,Customer 916,customer916@mail.com,Peru,Bogota,+593935732334,2025-01-18
917,Customer 917,customer917@mail.com,Chile,Cuenca,+593972701639,2022-12-24
918,Customer 918,customer918@mail.com,Colombia,Lima,+593970011150,2025-04-12
919,Customer 919,customer919@mail.com,Peru,Bogota,+593957775541,2025-05-25
920,Customer 920,customer920@mail.com,Peru,Santiago,+593961039740,2023-04-01
921,Customer 921,customer921@mail.com,Colombia,Santiago,+593951279258,2024-02-15
922,Customer 922,customer922@mail.com,Peru,Santiago,+593911097996,2023-09-21
923,Customer 923,customer923@mail.com,Ecuador,Santiago,+593981926775,2025-05-07
924,Customer 924,customer924@mail.com,Ecuador,Cuenca,+593981967803,2024-04-11
925,Customer 925,customer925@mail.com,Colombia,Quito,+593970422713,2023-05-01
926,Customer 926,customer926@mail.com,Chile,Bogota,+593972325142,2023-06-17
927,Customer 927,customer927@mail.com,Chile,Cuenca,+593911383640,2022-07-19
928,Customer 928,customer928@mail.com,Colombia,Santiago,+593944068385,2023-01-06
929,Customer 929,customer929@mail.com,Colombia,Quito,+593916051865,2024-10-10
930,Customer 930,customer930@mail.com,Ecuador,Lima,+593939404164,2024-05-02
931,Customer 931,customer931@mail.com,Chile,Lima,+593916434323,2022-09-05
932,Customer 932,customer932@mail.com,Peru,Lima,+593931340869,2024-02-27
933,Customer 933,customer933@mail.com,Ecuador,Santiago,+593910685503,2022-09-21
934,Customer 934,customer934@mail.com,Colombia,Lima,+593920311825,2024-12-17
935,Customer 935,customer935@mail.com,Chile,Guayaquil,+593994223363,2025-08-18
936,Customer 936,customer936@mail.com,Peru,Bogota,+593914777421,2022-01-31
937,Customer 937,customer937@mail.com,Peru,Bogota,+593935557004,2025-06-26
938,Customer 938,customer938@mail.com,Ecuador,Santiago,+593932473606,2023-08-28
939,Customer 939,customer939@mail.com,Chile,Guayaquil,+593959035647,2025-07-18
940,Customer 940,customer940@mail.com,Chile,Cuenca,+593997585323,2025-11-18
941,Customer 941,customer941@mail.com,Colombia,Cuenca,+593962829582,2023-05-17
942,Customer 942,customer942@mail.com,Chile,Lima,+593991801234,2025-01-12
943,Customer 943,customer943@mail.com,Chile,Quito,+593914218346,2025-10-20
944,Customer 944,customer944@mail.com,Ecuador,Cuenca,+593964934254,2024-06-04
945,Customer 945,customer945@mail.com,Chile,Quito,+593933741419,2023-07-03
946,Customer 946,customer946@mail.com,Peru,Bogota,+593935061794,2025-09-27
947,Customer 947,customer947@mail.com,Ecuador,Quito,+593971431120,2024-04-18
948,Customer 948,customer948@mail.com,Ecuador,Bogota,+593956884754,2025-12-01
949,Customer 949,customer949@mail.com,Colombia,Guayaquil,+593964675347,2025-12-19
950,Customer 950,customer950@mail.com,Chile,Guayaquil,+593993379811,2025-01-21
951,Customer 951,customer951@mail.com,Colombia,Santiago,+593921524217,2024-04-27
952,Customer 952,customer952@mail.com,Peru,Santiago,+593976725931,2023-09-06
953,Customer 953,customer953@mail.com,Ecuador,Lima,+593919324391,2023-02-16
954,Customer 954,customer954@mail.com,Ecuador,Cuenca,+593940717847,2023-03-08
955,Customer 955,customer955@mail.com,Ecuador,Lima,+593987657404,2023-11-09
956,Customer 956,customer956@mail.com,Peru,Bogota,+593912906492,2022-06-08
957,Customer 957,customer957@mail.com,Peru,Lima,+593932919530,2022-01-14
958,Customer 958,customer958@mail.com,Colombia,Quito,+593962073536,2023-01-08
